  -0.00563,  -0.06630,   0.02773,   0.02166,  -0.01777,  -0.01473,  -0.03900,   0.02773,  -0.03900,  -0.02080,   0.03986,   0.15513,  -0.00563,   0.00953,  -0.02080,   0.00650,  -0.07843,   0.09446,  -0.00867,   0.00650,  -0.07236,   0.00953,  -0.02687,  -0.03293,  -0.01777,  -0.03293,   0.01257,   0.00347,  -0.06326,   0.04290,  -0.00867,   0.02470,  -0.04203,   0.02773,   0.00043,  -0.00260,   0.00347,   0.03683,  -0.05113,   0.01863,   0.01257,   0.02470,   0.03683,  -0.00563,   0.03076,  -0.07236,   0.06716,   0.04896,  -0.00260,  -0.08146,  -0.03293,  -0.03293,  -0.01777,   0.05200,   0.06716,   0.01257,   0.07020,   0.03380,  -0.00867,   0.01863,  -0.01777,  -0.11180,   0.06110,   0.03683
   0.01560,  -0.06326,   0.01863,  -0.06326,  -0.03597,  -0.03900,   0.00347,   0.01560,  -0.07236,  -0.02687,   0.02470,   0.06110,  -0.07236,   0.00043,  -0.10270,   0.01863,  -0.03900,   0.08536,   0.00043,  -0.06630,  -0.02990,  -0.00260,  -0.04203,  -0.02080,  -0.02687,  -0.02687,  -0.01473,  -0.03293,  -0.10876,  -0.04507,  -0.02687,   0.04290,  -0.04507,  -0.03900,   0.03076,  -0.02990,   0.03986,   0.02470,   0.01560,   0.03683,  -0.04507,   0.00347,   0.03986,  -0.01473,  -0.00867,  -0.06630,  -0.01777,   0.02166,   0.01863,  -0.04507,   0.00043,  -0.04203,  -0.07236,   0.06110,  -0.02383,   0.03076,   0.04593,   0.04896,  -0.03597,  -0.04810,  -0.05113,   0.00347,   0.01257,   0.07323
   0.03683,  -0.02687,  -0.03900,   0.05200,   0.00347,  -0.02383,   0.00043,   0.03986,   0.02166,   0.01863,   0.04593,  -0.02383,   0.03380,   0.00650,   0.01863,   0.03076,  -0.00867,   0.00043,  -0.01473,  -0.01170,  -0.00867,  -0.01170,  -0.02990,   0.01257,  -0.01170,   0.01257,   0.05503,   0.00953,  -0.01473,  -0.00563,   0.03986,   0.01863,  -0.02080,  -0.00260,  -0.00260,  -0.00260,   0.01863,   0.00043,   0.01863,  -0.02080,   0.00953,   0.02773,  -0.04810,   0.00043,   0.04896,   0.00650,   0.02773,   0.02773,   0.03380,  -0.01170,   0.03380,  -0.03900,   0.00650,   0.00953,  -0.01170,   0.00650,   0.01560,   0.00043,   0.01257,   0.02773,  -0.02383,   0.02470,   0.00043,  -0.07236
   0.03986,  -0.01170,  -0.03597,   0.07020,   0.02773,  -0.01777,  -0.00563,   0.03986,   0.00347,  -0.01170,   0.05503,   0.01257,   0.01863,   0.00043,  -0.03293,   0.00953,  -0.02080,   0.03076,  -0.01170,   0.00650,  -0.08753,   0.00347,  -0.00867,   0.01257,   0.00650,   0.00953,   0.10963,  -0.00260,   0.00043,   0.00650,   0.05806,   0.02166,  -0.01170,  -0.02687,  -0.00867,  -0.02080,   0.02166,   0.01257,   0.04896,  -0.02383,   0.02470,   0.01257,  -0.02687,  -0.00260,   0.02166,  -0.01777,   0.03380,   0.05503,   0.05503,  -0.01170,  -0.01473,  -0.03597,  -0.00260,  -0.01473,   0.00650,   0.00650,   0.01863,  -0.05720,  -0.03293,   0.01257,  -0.00260,   0.02166,  -0.01777,  -0.01473
   0.04593,  -0.00260,  -0.03293,  -0.01170,  -0.00867,  -0.00563,  -0.01170,   0.05200,   0.01863,   0.00953,   0.02773,   0.11569,   0.03380,  -0.01473,  -0.05113,  -0.00563,  -0.00260,   0.03380,   0.00650,  -0.04507,  -0.04810,  -0.02080,   0.00347,  -0.00260,   0.01257,  -0.00563,   0.04896,  -0.02687,  -0.03900,  -0.00260,   0.00650,   0.02773,  -0.02080,  -0.01473,   0.00347,  -0.03293,  -0.01170,  -0.01473,   0.03683,  -0.04203,  -0.01777,   0.01863,  -0.02080,   0.01257,   0.04290,  -0.02383,   0.03683,   0.06716,   0.09143,  -0.02383,   0.01560,  -0.07236,  -0.02990,  -0.01473,   0.00043,   0.01257,   0.03683,  -0.09663,  -0.02080,  -0.02080,  -0.01777,   0.00650,  -0.01777,  -0.02383
  -0.01473,  -0.04507,  -0.04203,   0.00650,   0.00043,  -0.02990,  -0.00867,   0.01560,   0.00347,   0.01560,  -0.00867,  -0.11786,  -0.00260,   0.00953,   0.05806,  -0.01170,   0.01560,  -0.01473,  -0.00260,  -0.02687,   0.03380,   0.02773,  -0.01170,   0.03076,  -0.01777,  -0.00867,   0.00043,   0.01863,   0.00953,  -0.01473,  -0.04810,  -0.00563,  -0.01777,   0.00953,   0.01257,   0.00650,   0.03986,   0.00347,  -0.00867,  -0.04810,   0.05503,   0.01560,  -0.09360,   0.10963,   0.03076,  -0.00260,   0.01257,   0.07323,  -0.00260,  -0.04810,  -0.00867,  -0.12090,   0.00953,  -0.01473,  -0.02080,   0.03683,  -0.03293,   0.02166,   0.00043,  -0.00563,   0.01257,   0.00347,   0.00347,   0.01257
  -0.00260,  -0.00867,  -0.01777,   0.08536,   0.04290,  -0.02383,  -0.01170,  -0.00563,  -0.02080,  -0.02080,   0.00347,  -0.11786,  -0.04810,   0.00953,  -0.03597,  -0.01777,   0.00953,  -0.01777,  -0.00563,  -0.01777,  -0.07236,   0.07626,   0.06110,   0.03076,  -0.00260,  -0.01170,   0.02773,   0.00953,   0.03683,   0.02166,  -0.01473,  -0.01473,   0.00347,  -0.02383,  -0.01170,  -0.00867,   0.06716,   0.02773,   0.06716,  -0.04507,   0.05503,  -0.01473,  -0.06326,   0.11266,  -0.02383,  -0.02383,   0.02470,   0.06413,   0.04290,   0.07626,  -0.06933,  -0.09663,  -0.00260,  -0.03597,   0.00650,   0.01257,  -0.00867,  -0.02687,  -0.02990,  -0.01170,   0.02166,  -0.01170,   0.01257,   0.00953
   0.02773,   0.00650,   0.01257,   0.09143,  -0.00867,   0.01560,  -0.01473,  -0.00563,   0.02166,  -0.01170,  -0.01777,   0.11873,  -0.02383,  -0.02687,  -0.08146,   0.00043,   0.02470,   0.00347,   0.00347,  -0.07236,  -0.04810,   0.04290,   0.07020,   0.01863,   0.00347,  -0.02383,  -0.04203,  -0.00867,  -0.02687,   0.01560,  -0.04203,  -0.00867,  -0.00260,  -0.00563,  -0.00563,  -0.02687,  -0.00260,  -0.00260,   0.03380,  -0.03597,   0.00043,   0.00347,  -0.03293,   0.05806,   0.01257,  -0.01473,  -0.02080,   0.04593,   0.10659,   0.03380,   0.07930,  -0.09056,  -0.02990,  -0.00563,  -0.00563,   0.00347,   0.02470,  -0.03900,  -0.01777,  -0.01777,  -0.01170,  -0.02990,   0.03986,   0.00043
   0.02470,  -0.02687,  -0.02080,  -0.05720,  -0.00260,  -0.01473,   0.00650,  -0.02080,   0.00347,   0.02166,   0.01560,  -0.00260,   0.01257,   0.05200,   0.07323,  -0.02080,  -0.00563,  -0.01170,   0.01863,  -0.01777,   0.04593,   0.05806,  -0.00563,   0.03076,  -0.00563,  -0.01777,  -0.04203,   0.01863,   0.01257,  -0.03597,  -0.01170,   0.02773,  -0.00260,   0.01257,   0.00953,   0.00043,   0.00650,   0.00043,  -0.02383,  -0.03597,   0.03683,   0.02166,  -0.05417,   0.09143,   0.03683,   0.01257,  -0.04810,   0.05503,  -0.05720,  -0.08146,  -0.06630,  -0.15123,   0.01863,  -0.00867,  -0.02687,   0.01257,  -0.04810,   0.07020,   0.00650,   0.00043,   0.01257,   0.00650,   0.02166,   0.02166
   0.04290,   0.01863,   0.00043,   0.00043,   0.02166,  -0.02383,   0.00043,  -0.06023,   0.00043,   0.01257,   0.03076,  -0.06630,   0.00650,   0.05503,   0.00347,  -0.01473,  -0.00563,   0.01863,   0.00650,   0.00953,  -0.04203,   0.10963,   0.03076,   0.03076,   0.00347,  -0.02687,  -0.03900,   0.02470,   0.04593,   0.00347,   0.03380,   0.02470,   0.01560,  -0.02080,   0.00347,  -0.01473,   0.03986,   0.00650,   0.01257,  -0.02080,   0.02773,   0.00953,  -0.02383,   0.09446,   0.00043,   0.00043,  -0.05417,   0.03076,  -0.03900,   0.05200,  -0.07236,  -0.10876,   0.00650,  -0.00867,  -0.01473,  -0.01170,  -0.02687,   0.08840,   0.00347,  -0.00563,   0.00953,   0.00043,   0.01863,   0.01257
   0.04593,   0.02470,   0.02166,  -0.02990,  -0.02687,   0.03076,  -0.01473,  -0.04810,   0.02166,   0.01863,   0.00953,   0.09446,   0.01560,   0.00043,  -0.01170,   0.02773,  -0.00260,   0.02166,   0.00953,  -0.02990,   0.00650,   0.08233,  -0.00867,   0.01863,   0.00043,  -0.02990,  -0.07236,   0.00953,  -0.02383,   0.01863,  -0.03293,   0.01863,  -0.00563,  -0.00260,   0.00650,  -0.02080,   0.02470,  -0.02990,   0.01257,  -0.01777,  -0.01170,   0.02166,  -0.01170,   0.00043,   0.02166,   0.00347,  -0.04507,   0.00650,   0.00347,   0.05806,   0.05200,  -0.08450,  -0.01777,   0.02166,  -0.01473,  -0.02383,   0.00347,   0.07323,   0.02773,   0.00043,  -0.02687,  -0.00563,   0.02470,   0.02773
  -0.05417,   0.00043,   0.02166,   0.00953,  -0.03293,   0.07323,   0.00650,  -0.05113,   0.03076,  -0.00867,  -0.06023,  -0.00867,  -0.06630,   0.01560,  -0.00260,  -0.01777,  -0.01777,   0.03076,   0.00347,  -0.00563,   0.00043,  -0.03597,   0.00953,  -0.00260,  -0.01473,   0.02470,  -0.02080,  -0.03293,  -0.00563,   0.00953,   0.01257,  -0.03293,   0.02166,  -0.01473,  -0.02990,   0.02166,  -0.00867,  -0.02383,  -0.01473,   0.03683,   0.05503,   0.00347,  -0.03900,   0.03683,  -0.03293,  -0.00563,   0.00043,   0.01560,  -0.01170,  -0.01777,   0.03683,  -0.01473,   0.01257,   0.03986,   0.03076,   0.05806,   0.00650,   0.00953,  -0.05113,   0.12479,   0.02470,  -0.00867,   0.00953,   0.00043
  -0.02687,   0.04593,   0.05503,  -0.03900,   0.07626,  -0.04810,   0.00043,   0.02773,  -0.08146,   0.01560,   0.00043,  -0.01473,  -0.02080,   0.04593,   0.02773,   0.00347,  -0.01170,   0.00953,   0.02773,   0.02166,   0.02470,  -0.04203,  -0.02383,   0.00650,   0.01863,  -0.03900,   0.05806,  -0.02990,  -0.03293,   0.00953,   0.04593,  -0.00260,  -0.03293,  -0.00260,  -0.00563,  -0.01170,   0.06413,  -0.02383,   0.02166,   0.05503,   0.09143,  -0.06630,   0.04290,  -0.06023,  -0.12393,  -0.01170,   0.00953,   0.02470,   0.00043,   0.04290,   0.07020,   0.03076,   0.00650,   0.04896,   0.00043,   0.03986,   0.01257,  -0.02687,   0.01560,   0.03683,   0.03076,  -0.02080,  -0.02080,   0.05806
  -0.02687,  -0.00260,   0.04593,   0.00953,   0.05503,   0.00347,   0.03380,   0.00953,   0.08536,  -0.02080,  -0.02687,   0.07020,   0.06413,   0.01560,   0.03683,  -0.05113,   0.00650,  -0.04203,   0.01257,   0.00650,   0.00650,  -0.03900,  -0.01473,  -0.00260,   0.00953,  -0.04507,   0.05503,  -0.00563,  -0.06630,  -0.00867,  -0.02383,  -0.02687,  -0.00260,   0.02773,  -0.00867,  -0.02990,   0.01560,  -0.02383,  -0.04203,  -0.02990,   0.02166,  -0.00563,   0.02773,  -0.06023,  -0.03900,   0.02166,  -0.09966,   0.03683,  -0.03900,  -0.02080,   0.05806,  -0.02383,   0.01560,   0.00347,  -0.00260,   0.02773,  -0.01777,  -0.01777,  -0.01170,   0.01863,   0.01560,   0.02166,   0.00347,  -0.07843
  -0.01473,   0.03380,   0.00347,   0.01257,  -0.04810,   0.08233,   0.02166,  -0.10270,   0.00043,   0.00347,  -0.01170,   0.01560,  -0.00867,   0.00953,  -0.00867,   0.00650,   0.00650,  -0.00563,  -0.00867,  -0.01473,   0.03076,  -0.05113,  -0.02687,  -0.00563,   0.02166,  -0.05113,   0.00043,  -0.04203,   0.02166,  -0.00867,  -0.01473,  -0.04507,   0.04290,  -0.04203,  -0.02383,   0.01863,  -0.02687,  -0.04203,   0.04290,   0.08233,  -0.07540,  -0.02990,   0.00347,  -0.02687,  -0.12090,  -0.02383,   0.03076,   0.02166,   0.01257,  -0.04507,   0.10659,   0.04896,   0.00043,   0.04896,  -0.05113,   0.09750,   0.01560,  -0.02080,  -0.01170,   0.05503,  -0.00867,   0.00953,   0.05200,   0.03683
   0.02773,   0.07626,   0.05806,   0.01257,   0.01560,  -0.06326,   0.00347,  -0.02990,  -0.27559,   0.02166,   0.06716,  -0.11180,   0.11569,   0.04593,  -0.01170,   0.05806,   0.01863,   0.03683,   0.01560,   0.01863,  -0.06326,   0.22186,   0.04593,   0.01560,   0.01863,  -0.14819,  -0.01170,  -0.01777,   0.03076,   0.02773,   0.07626,  -0.02687,   0.02166,  -0.04810,   0.01560,  -0.01170,   0.00953,  -0.03597,   0.07626,   0.10356,  -0.07236,  -0.11483,   0.07020,   0.01257,  -0.21796,  -0.02080,   0.21882,  -0.00563,   0.00953,   0.01560,  -0.15123,   0.03986,  -0.02383,  -0.01473,  -0.00260,   0.01257,   0.05503,   0.00650,   0.09446,  -0.13303,   0.04896,  -0.03293,  -0.02383,  -0.05720
   0.02773,   0.00043,   0.07323,   0.05503,   0.03076,  -0.00260,   0.01257,   0.01863,   0.04896,  -0.01777,  -0.00260,   0.00650,   0.08233,   0.00043,  -0.00867,  -0.00867,   0.02166,  -0.04203,   0.01560,  -0.01473,   0.03683,   0.14906,   0.05200,  -0.01170,  -0.01473,  -0.07843,  -0.00867,   0.00043,   0.00347,   0.03683,  -0.08146,  -0.06326,   0.03076,   0.00650,   0.00650,  -0.01170,  -0.03293,   0.00953,  -0.06326,  -0.07843,  -0.03293,  -0.04203,   0.04593,   0.06716,  -0.07540,   0.00953,  -0.12090,   0.04593,  -0.02990,   0.00043,   0.02773,  -0.01777,  -0.01170,  -0.05113,  -0.00260,   0.00953,  -0.10573,  -0.03597,   0.07020,  -0.09056,   0.03986,   0.00650,   0.06716,   0.11569
  -0.02687,   0.03380,   0.02166,  -0.03900,  -0.03900,  -0.00563,  -0.00563,   0.04593,   0.08840,   0.00347,  -0.00260,  -0.04203,  -0.06023,  -0.01777,   0.01560,   0.01257,  -0.00867,  -0.01777,   0.00953,   0.04593,  -0.00867,  -0.06326,   0.02166,   0.02773,  -0.00867,   0.01560,   0.01257,  -0.01170,  -0.01473,  -0.04507,  -0.04810,  -0.00563,   0.00043,  -0.00563,  -0.03900,  -0.00260,   0.01863,  -0.01777,   0.02773,  -0.03293,  -0.01170,   0.00347,  -0.03900,  -0.01473,   0.02166,   0.00347,   0.01560,   0.02773,   0.02166,   0.00953,  -0.00867,   0.03683,   0.02166,  -0.02383,   0.03683,   0.05503,   0.06716,  -0.02080,   0.00347,   0.00043,  -0.04507,   0.02166,  -0.06630,   0.07930
  -0.10270,  -0.04203,   0.04593,  -0.03597,  -0.04203,  -0.01473,  -0.01473,   0.04593,   0.11569,   0.03380,  -0.01473,   0.03986,  -0.06023,  -0.05113,   0.01863,  -0.02080,  -0.03293,  -0.02080,  -0.00563,  -0.02990,   0.00650,   0.15209,  -0.02687,   0.02773,  -0.08146,   0.03683,  -0.08450,  -0.02990,  -0.06933,   0.00650,   0.00347,   0.00953,  -0.01777,   0.00953,  -0.04203,  -0.02687,   0.02470,  -0.02990,   0.00347,   0.01257,   0.02166,   0.01863,  -0.10573,  -0.00563,   0.00043,  -0.00867,  -0.11180,   0.00953,  -0.01473,  -0.04203,   0.15209,   0.03986,  -0.00260,  -0.09056,   0.03380,   0.05503,   0.07323,   0.02773,  -0.00867,   0.03683,  -0.03293,  -0.02080,  -0.02080,   0.06716
  -0.02687,  -0.03597,   0.06716,   0.02166,  -0.02990,   0.02166,   0.02470,   0.04290,   0.00347,   0.00953,   0.01257,   0.00043,  -0.05720,  -0.05417,  -0.04203,   0.00347,  -0.02080,  -0.07236,  -0.00867,   0.01257,   0.03380,   0.12783,  -0.03597,   0.03986,  -0.08450,   0.05200,  -0.02990,  -0.00563,   0.00043,   0.01560,  -0.00867,  -0.00563,   0.01560,  -0.01777,  -0.05720,  -0.00563,  -0.02990,   0.02470,  -0.04810,   0.00953,  -0.02383,  -0.01170,   0.01560,  -0.06630,   0.00043,  -0.02080,  -0.04507,  -0.02080,   0.00347,  -0.03293,   0.06716,   0.01863,  -0.00867,  -0.09966,   0.07020,   0.05200,  -0.04810,  -0.03900,   0.00650,   0.00347,  -0.01777,   0.01560,   0.02166,   0.00953
  -0.02990,   0.00650,  -0.02990,  -0.01473,   0.00953,   0.00650,   0.00347,  -0.02687,   0.00347,  -0.00563,   0.03076,   0.00347,  -0.00260,  -0.01777,   0.01560,   0.00650,   0.00650,   0.07930,  -0.00867,  -0.06326,   0.00347,   0.03380,  -0.05417,  -0.00563,  -0.01777,   0.01257,  -0.00867,  -0.01777,   0.02166,   0.00650,   0.02470,   0.02166,  -0.00260,   0.00953,  -0.02687,  -0.01170,  -0.02383,   0.02166,   0.03986,  -0.01777,   0.01863,   0.01863,  -0.01777,  -0.01777,  -0.02383,   0.00953,   0.00043,  -0.01170,   0.02166,   0.01863,  -0.02687,  -0.03597,   0.00953,  -0.00260,   0.00043,   0.02470,  -0.09663,  -0.01473,  -0.02687,  -0.00260,  -0.00867,   0.07323,  -0.02383,  -0.00563
  -0.01777,  -0.01473,   0.02773,  -0.08753,  -0.02383,   0.07626,  -0.01170,   0.01560,  -0.06630,   0.00953,   0.03076,  -0.03900,   0.00347,   0.00347,  -0.07236,   0.02773,   0.02166,   0.03683,  -0.00563,  -0.03597,  -0.09360,   0.01257,  -0.00260,  -0.01777,  -0.02383,   0.00650,  -0.06326,  -0.00867,   0.02166,   0.03076,   0.04593,   0.01560,  -0.01777,   0.00650,  -0.04203,  -0.02080,  -0.00260,   0.01560,  -0.02080,  -0.01473,  -0.00260,   0.00043,  -0.01170,  -0.02080,  -0.02080,  -0.02687,   0.02166,  -0.02383,  -0.03597,  -0.03293,  -0.08146,  -0.01777,   0.00043,   0.03076,  -0.02080,  -0.00260,  -0.03293,  -0.00260,  -0.06933,  -0.04507,  -0.02080,   0.00043,  -0.00563,  -0.03293
   0.00347,  -0.00563,   0.02166,  -0.02383,  -0.06326,   0.04290,  -0.02383,   0.00347,  -0.02990,   0.00043,   0.02773,   0.04896,   0.03683,   0.01257,  -0.01777,   0.02773,  -0.00260,   0.00043,   0.03683,  -0.05720,  -0.00867,  -0.00563,  -0.04507,   0.00953,  -0.02383,   0.00953,  -0.05113,   0.00650,   0.00650,   0.10053,   0.03076,  -0.05720,  -0.02990,   0.00043,  -0.00563,  -0.01777,   0.01257,   0.00347,  -0.03597,  -0.05417,   0.00650,   0.06413,  -0.01473,   0.02773,   0.05503,  -0.05720,  -0.02080,  -0.03293,  -0.02080,  -0.06023,   0.03076,  -0.04507,   0.02166,   0.01863,   0.00043,  -0.01170,  -0.08753,  -0.04507,  -0.08753,  -0.06023,  -0.00563,  -0.10573,  -0.00867,  -0.03900
  -0.02383,  -0.00563,  -0.05113,  -0.22099,  -0.00260,  -0.02990,  -0.01777,   0.00650,  -0.00867,   0.00650,   0.00347,  -0.02687,  -0.04507,  -0.03597,   0.13693,  -0.00260,   0.01257,   0.01560,   0.00347,  -0.10573,   0.05806,   0.00953,  -0.16943,  -0.04810,   0.00043,  -0.02990,   0.04896,  -0.02687,   0.00347,  -0.02687,  -0.02990,   0.01863,  -0.00867,   0.00953,  -0.04507,  -0.01473,  -0.00563,   0.03683,   0.01863,   0.00347,   0.01863,   0.02773,  -0.00867,   0.01560,  -0.02990,   0.01560,   0.04593,   0.01257,   0.03683,   0.05806,  -0.01170,  -0.04810,  -0.02080,   0.00953,  -0.00260,   0.01560,  -0.16336,  -0.01473,   0.02470,  -0.01473,  -0.02687,   0.08536,   0.12479,   0.02470
  -0.02990,  -0.02080,   0.01863,  -0.23009,  -0.01777,   0.11569,   0.00347,  -0.01777,  -0.10876,   0.03380,   0.02166,  -0.06630,  -0.02687,   0.00043,   0.09143,   0.01560,   0.01560,  -0.06630,  -0.02990,  -0.08146,   0.08233,  -0.02383,  -0.11483,  -0.05417,   0.00347,  -0.02687,  -0.00563,  -0.01473,   0.01257,  -0.03900,  -0.04810,   0.02470,  -0.00563,   0.02166,  -0.05113,  -0.00260,   0.00650,   0.00953,  -0.06933,  -0.00563,  -0.04203,   0.00953,   0.01257,  -0.02990,  -0.04507,  -0.01473,   0.02773,  -0.00260,  -0.08146,   0.12783,  -0.03293,  -0.03293,  -0.00867,   0.05200,   0.04290,   0.00347,  -0.12696,  -0.01170,   0.10356,   0.00650,  -0.01170,   0.00650,   0.10356,  -0.03597
   0.02773,  -0.02080,   0.05503,   0.02470,  -0.06326,   0.04896,   0.00650,  -0.01777,  -0.08450,   0.03076,   0.03683,   0.04593,   0.02470,   0.01560,  -0.01170,   0.05503,  -0.00563,  -0.09966,  -0.01170,   0.05806,   0.17029,  -0.02687,  -0.11483,   0.00347,  -0.00563,   0.01560,  -0.03900,   0.00650,  -0.02687,   0.05200,   0.01863,  -0.02990,   0.02166,   0.02773,  -0.00563,   0.02166,  -0.00260,  -0.00867,  -0.07540,  -0.03900,   0.03683,   0.05503,   0.04290,  -0.02687,   0.00043,  -0.05113,  -0.04203,  -0.01170,  -0.09663,   0.05806,  -0.03900,  -0.04810,   0.03076,   0.03380,   0.03076,  -0.00563,  -0.13303,  -0.06933,   0.03683,   0.01257,   0.02773,  -0.18459,  -0.00563,  -0.00563
   0.00347,   0.02166,  -0.04507,  -0.05417,   0.00043,  -0.02990,  -0.01473,  -0.00563,   0.01257,  -0.04810,  -0.00867,   0.03380,  -0.00563,  -0.03597,   0.04896,   0.01560,   0.01863,   0.04896,  -0.00867,  -0.01170,   0.03986,  -0.02383,  -0.08753,  -0.06023,  -0.01777,  -0.04507,   0.02166,  -0.01777,   0.02166,  -0.07540,   0.02470,   0.01560,   0.00953,  -0.05113,  -0.04507,  -0.01473,  -0.01777,   0.04593,   0.07626,   0.02166,   0.02166,   0.04896,  -0.00563,   0.00043,  -0.01473,   0.02773,  -0.01473,  -0.02687,  -0.00260,   0.02166,  -0.07540,  -0.05417,  -0.02383,   0.00953,   0.04290,  -0.01777,  -0.08753,  -0.00260,   0.01863,   0.00043,  -0.07540,   0.11873,   0.00347,  -0.00867
   0.00347,   0.00043,  -0.00563,  -0.13303,  -0.01473,   0.09750,  -0.01777,   0.02166,  -0.08450,  -0.00260,   0.04290,  -0.05720,  -0.01777,  -0.00260,   0.02166,  -0.01777,   0.00953,   0.02773,  -0.01777,   0.03076,  -0.06326,  -0.02687,  -0.03900,  -0.06023,  -0.01170,  -0.05417,  -0.01170,  -0.04507,   0.01863,  -0.13910,   0.01257,   0.04896,  -0.02383,  -0.02080,  -0.05720,  -0.02080,  -0.02080,   0.01257,   0.03380,  -0.00563,  -0.01170,   0.01257,   0.02166,  -0.05113,  -0.03293,   0.01863,   0.04593,  -0.01777,  -0.11180,  -0.04507,  -0.03597,  -0.07236,  -0.01473,   0.03986,   0.03076,  -0.00563,  -0.10573,   0.00953,   0.07626,  -0.00563,  -0.03900,   0.03986,   0.08233,  -0.00867
   0.01560,  -0.01777,   0.00043,  -0.04507,  -0.04507,   0.01863,   0.00043,   0.01560,  -0.04203,   0.01863,   0.04593,   0.00347,  -0.01170,  -0.01777,  -0.02383,  -0.01473,  -0.01473,  -0.03900,  -0.01777,   0.14603,   0.02773,   0.00347,  -0.09056,   0.01560,  -0.03597,  -0.00260,  -0.06630,  -0.02990,   0.01863,  -0.14516,  -0.02990,   0.02470,   0.00347,   0.02166,  -0.00867,  -0.00867,  -0.02080,   0.01257,  -0.02080,  -0.07236,  -0.01473,   0.04593,   0.01560,  -0.05417,   0.00043,   0.00043,   0.02166,  -0.00563,  -0.15123,  -0.06933,  -0.01170,  -0.07843,   0.01560,   0.02773,  -0.03900,   0.00043,  -0.22099,  -0.02080,   0.06110,  -0.03597,   0.02166,  -0.13303,  -0.07236,  -0.02687
   0.01560,  -0.01170,  -0.00260,  -0.03293,   0.03380,   0.02773,   0.02470,  -0.01473,  -0.02383,  -0.02080,   0.00953,   0.02470,   0.00953,   0.00347,  -0.05720,  -0.01777,   0.00347,  -0.06023,  -0.03597,  -0.02383,  -0.00867,   0.01560,   0.00347,  -0.01473,  -0.01777,   0.00347,  -0.00867,   0.01257,   0.02773,   0.03986,   0.00347,   0.01863,   0.00650,  -0.02990,   0.01560,  -0.02383,  -0.03293,   0.02470,  -0.07236,   0.00953,   0.02166,   0.01257,   0.01257,   0.02470,   0.01560,   0.01257,   0.02773,   0.00347,   0.01257,   0.02773,   0.04593,  -0.02990,   0.01560,   0.03986,   0.02773,  -0.00563,   0.02166,  -0.02383,  -0.04507,   0.02773,   0.00953,  -0.02383,   0.01863,  -0.05720
   0.02166,   0.00347,   0.02773,  -0.01170,   0.00953,   0.03076,   0.00043,   0.03683,  -0.00867,   0.00347,  -0.00867,  -0.10876,   0.05806,   0.01863,  -0.04203,  -0.01777,  -0.02080,  -0.06630,  -0.02383,   0.07626,   0.03380,  -0.00260,  -0.00867,  -0.00867,  -0.01473,  -0.01170,  -0.05720,  -0.00867,  -0.01777,  -0.01170,   0.00347,   0.01560,  -0.03293,  -0.02080,   0.00043,  -0.01473,   0.04896,  -0.00260,   0.01257,  -0.00867,   0.00650,   0.00650,   0.00347,   0.00650,  -0.00563,  -0.00867,   0.00043,   0.00953,  -0.08146,   0.12176,  -0.01777,  -0.03293,   0.01560,   0.02166,  -0.01777,   0.00650,   0.04593,   0.07323,   0.05806,   0.03380,   0.04896,   0.00347,  -0.03293,   0.02773
   0.03986,  -0.01170,  -0.00563,   0.05806,   0.00347,  -0.00260,  -0.02990,   0.02166,   0.03683,  -0.02383,  -0.02383,   0.00650,   0.00953,  -0.01170,  -0.03597,  -0.04203,  -0.03597,  -0.03900,  -0.01777,   0.04290,   0.00347,  -0.04507,  -0.01777,  -0.01170,  -0.02687,  -0.03597,   0.00953,  -0.00563,  -0.02080,   0.00953,   0.02166,   0.00650,  -0.03597,  -0.01777,  -0.01170,  -0.00260,   0.06110,   0.00347,   0.07020,  -0.05113,  -0.00867,   0.02773,  -0.02687,  -0.01777,  -0.00563,  -0.01170,   0.00347,  -0.01170,  -0.05417,   0.00043,  -0.01777,  -0.03293,   0.01257,  -0.00563,   0.03986,  -0.01777,  -0.02990,   0.01560,   0.02166,   0.02166,   0.00347,  -0.00260,  -0.01170,   0.02773
   0.02773,  -0.00563,  -0.01473,  -0.09966,   0.03986,   0.02470,   0.01257,   0.01863,  -0.03293,  -0.00867,  -0.00867,   0.08233,  -0.02383,  -0.00260,   0.04290,   0.00953,  -0.00563,   0.00650,  -0.01170,   0.03076,  -0.01473,   0.04290,  -0.04507,  -0.00563,  -0.01473,  -0.00563,  -0.00260,   0.01257,   0.00650,  -0.02990,   0.01560,   0.01560,   0.00953,  -0.02080,   0.00043,   0.01560,  -0.03900,  -0.00563,  -0.01473,   0.00043,  -0.07540,   0.00650,  -0.02990,  -0.02687,   0.00650,   0.00953,   0.00347,   0.00953,  -0.07540,   0.01560,  -0.09360,  -0.06326,   0.01560,   0.02470,  -0.03293,  -0.02687,   0.00650,  -0.01170,  -0.00563,   0.03380,   0.02773,  -0.03293,   0.01863,  -0.02383
